entrez,symbol,pubmed_id,type,organ_system,primary_site,cancer_type,method,coding_status,cgc_annotation,vogelstein_annotation,saito_annotation,NCG_oncogene,NCG_tsg,driver_type
151888,BTLA,30606723,WGS,Hematologic and lymphatic,blood,"dlblc, follicular_lymphoma",Paper-specific,noncoding,,,,,,cancer
151888,BTLA,24413735,WES,Hematologic and lymphatic,blood,acute_lymphoblastic_leukemia,Greenman-based,coding,,,,,,cancer
151963,MB21D2,28988769,WES,Urologic,bladder,bladder_cancer,MutSig,coding,,,,,,cancer
152007,GLIPR2,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
152078,SLC66A1L,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
152098,ZCWPW2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
152330,CNTN4,26806338,WES-Gene Panel,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
152687,ZNF595,22610119,WES,Urologic,prostate,prostate_cancer,MutSig,coding,,,,,,cancer
152992,TRMT44,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
153090,DAB2IP,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
154007,SNRNP48,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
154214,RNF217,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
154288,KHDC3L,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
154664,ABCA13,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
154796,AMOT,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
154810,AMOTL1,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,,,,,,cancer
154810,AMOTL1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
154881,KCTD7,30755618,WGS,Urologic,bladder,bladder_cancer,Recurrence-based,noncoding,,,,,,cancer
157680,VPS13B,27087322,WGS,Urologic,prostate,prostate_cancer,Recurrence-based,coding,,,,,,cancer
157724,SLC7A13,22510280,WES,Thoracic,lung,non-small_cell_lung_cancer,"Literature-based, Paper-specific",coding,,,,,,cancer
157855,KCNU1,23525077,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSig,coding,,,,,,cancer
158067,AK8,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
158234,TRMT10B,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
158399,ZNF483,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
158471,PRUNE2,24700472,WES,Endocrine,adrenal_gland,adrenocortical_adenoma,"MutSig, Recurrence-based",coding,,,,,,cancer
158471,PRUNE2,28352668,WES-Gene Panel,Endocrine,parathyroid_gland,parathyroid_carcinoma,"Recurrence-based, Literature-based",coding,,,,,,cancer
158584,FAAH2,25401301,WES,Urologic,kidney,non-clear_cell_renal_cancer,Wood-based,coding,,,,,,cancer
158584,FAAH2,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
158880,USP51,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
158931,TCEAL6,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
159371,SLC35G1,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
160287,LDHAL6A,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
160335,TMTC2,22158541,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,Recurrence-based,coding,,,,,,cancer
160418,TMTC3,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
160762,CCDC63,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
161176,SYNE3,22610119,WES,Urologic,prostate,prostate_cancer,MutSig,coding,,,,,,cancer
161436,EML5,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
161725,OTUD7A,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
161725,OTUD7A,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
161742,SPRED1,31320640,WGS-WES,Skin,skin,mucosal_melanoma,"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based",coding,,,,,,cancer
161835,FSIP1,26343386,WGS-WES-Gene Panel,Skin,skin,desmoplastic_melanoma,"Recurrence-based, Literature-based",coding,,,,,,cancer
161882,ZFPM1,32024818,WGS,Multiple,multiple,pan-cancer_adult,DriverPower,noncoding,,,,,,cancer
162968,ZNF497,18772396,WES,Soft tissue,brain,glioblastoma,Wood-based,coding,,,,,,cancer
162979,ZNF296,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
163589,TDRD5,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
164395,TTLL9,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
165100,TEX44,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
165215,FAM171B,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
165257,C1QL2,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
165918,RNF168,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,,,,,,cancer
165918,RNF168,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
166336,PRICKLE2,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
166824,RASSF6,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,,,,,,cancer
166824,RASSF6,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
166968,MIER3,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
168090,C6orf118,23525077,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSig,coding,,,,,,cancer
168391,GALNTL5,32025015,WGS,Multiple,multiple,pan-cancer_adult,"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver",noncoding,,,,,,cancer
168451,THAP5,30606723,WGS,Hematologic and lymphatic,blood,"dlblc, follicular_lymphoma",Paper-specific,noncoding,,,,,,cancer
168975,CNBD1,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,0.0,0.0,cancer
168975,CNBD1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,,,,0.0,0.0,cancer
168975,CNBD1,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,0.0,0.0,cancer
169044,COL22A1,26168399,WGS,Thoracic,lung,small_cell_lung_cancer,Paper-specific,coding,,,,,,cancer
169044,COL22A1,22941189,WES,Thoracic,lung,small_cell_lung_cancer,Wood-based,coding,,,,,,cancer
169044,COL22A1,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
169166,SNX31,22817889,WES,Skin,skin,melanoma,InVEx,coding,,,,,,cancer
169966,TENT5D,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
169966,TENT5D,25079317,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,MutSig,coding,,,,,,cancer
170261,ZCCHC12,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
170261,ZCCHC12,26061751,WES,Soft tissue,brain,low_grade_glioma,MutSig,coding,,,,,,cancer
170506,DHX36,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
170572,HTR3C,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
170685,NUDT10,28467829,WGS,Skin,skin,melanoma,OncodriveFML,noncoding,,,,,,cancer
170691,ADAMTS17,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
170691,ADAMTS17,26998897,WES,Core gastrointestinal,small_intestine,duodenal_adenocarcinoma,MutSig,coding,,,,,,cancer
170692,ADAMTS18,24755198,WES-Gene Panel,Skin,skin,melanoma,Recurrence-based,coding,,,,,,cancer
170961,ANKRD24,22817890,WGS,Hematologic and lymphatic,blood,acute_myeloid_leukemia,Recurrence-based,coding,,,,,,cancer
171017,ZNF384,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,,,,,,cancer
171019,ADAMTS19,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
171023,ASXL1,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,24633157,WGS-WES-Gene Panel,Soft tissue,soft_tissue,angiosarcoma,Greenman-based,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,27325650,WES,Urologic,penis,penile_squamous_cancer,"IntOGen, Literature-based",coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,28667006,WGS-WES-Gene Panel,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,"MutSigCV, IntOGen",coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,26466571,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,26648538,WGS-Gene Panel,Hematologic and lymphatic,blood,chronic_myelomonocytic_leukemia,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,26908133,WGS-WES,Hematologic and lymphatic,blood,chronic_myelomonocytic_leukemia,DrGap,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,24325359,WES,Hematologic and lymphatic,blood,myeloproliferative_neoplasm,Paper-specific,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,27135926,WGS,Gynecologic,breast,breast_cancer,Paper-specific,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,22158541,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,28988769,WES,Urologic,bladder,bladder_cancer,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,22722201,WES,Gynecologic,breast,breast_cancer,Greenman-based,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,26457647,WES-Gene Panel,Hematologic and lymphatic,blood,juvenile_myelomonocytic_leukemia,"Paper-specific, Literature-based",coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,28452984,WES,Hematologic and lymphatic,blood,chronic_myeloid_leukemia,"Recurrence-based, Literature-based",coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,22817890,WGS,Hematologic and lymphatic,blood,acute_myeloid_leukemia,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
171023,ASXL1,21909114,WES,Hematologic and lymphatic,blood,myelodysplasia,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
192668,CYS1,28467829,WGS,Skin,skin,melanoma,OncodriveFML,noncoding,,,,,,cancer
192670,AGO4,25079317,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,MutSig,coding,,,,,,cancer
196477,CCER1,26121086,WES,Soft tissue,peripheral_nervous_system,neuroblastoma,Recurrence-based,coding,,,,,,cancer
196528,ARID2,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,23103869,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MuSiC,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,27158780,WES,Thoracic,lung,lung_cancer_(all_histologies),MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26091043,WES,Skin,skin,melanoma,"InVEx, MutSig",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,23525077,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,30718927,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,22634756,WGS,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26804919,WES,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,22561517,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,28467829,WGS,Skin,skin,melanoma,"MutSigCV, OncodriveFML",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,22817889,WES,Skin,skin,melanoma,InVEx,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,22922871,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,29945994,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,28667006,WGS-WES-Gene Panel,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,"MutSigCV, IntOGen",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,25790038,WGS-WES,Urologic,kidney,papillary_renal_cell_carcinoma,"MutSig, IntOGen",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26214590,WES,Skin,skin,melanoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,21822264,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,31444325,WGS-WES,Hematologic and lymphatic,blood,multiple_myeloma,dNdScv,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26258846,WES,Developmental gastrointestinal,hepatobiliary,biliary_tract_cancer,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,32025015,WGS,Multiple,multiple,pan-cancer_adult,"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,32494066,Canonical Cancer Driver,Multiple,multiple,,,,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,25822088,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26343386,WGS-WES-Gene Panel,Skin,skin,desmoplastic_melanoma,"Recurrence-based, Literature-based",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,22722201,WES,Gynecologic,breast,breast_cancer,Greenman-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,28622513,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,"MutSig, Recurrence-based",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,25362482,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26806338,WES-Gene Panel,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26099045,WGS,Gynecologic,breast,breast_cancer,"Recurrence-based, Literature-based",coding,TSG,TSG,TSG,0.0,1.0,cancer
196528,ARID2,26998897,WES,Core gastrointestinal,small_intestine,duodenal_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
196951,FAM227B,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
197021,LCTL,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
197131,UBR1,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
197258,FCSK,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
197320,ZNF778,28467829,WGS,Skin,skin,melanoma,OncodriveFML,noncoding,,,,,,cancer
197335,WDR90,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
199834,LCE4A,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
199920,FYB2,22484628,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
199953,TMEM201,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
199974,CYP4Z1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
200159,C1orf100,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
200162,SPAG17,22922871,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,,,,,,cancer
200424,TET3,24952746,WES,Head and neck,head_and_neck,nasopharyngeal_carcinoma,MutSig,coding,,,,,,cancer
200424,TET3,28452984,WES,Hematologic and lymphatic,blood,chronic_myeloid_leukemia,"Recurrence-based, Literature-based",coding,,,,,,cancer
201163,FLCN,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,,,0.0,1.0,cancer
201163,FLCN,25790038,WGS-WES,Urologic,kidney,papillary_renal_cell_carcinoma,"MutSig, IntOGen",coding,TSG,,,0.0,1.0,cancer
201229,LYRM9,22941189,WES,Thoracic,lung,small_cell_lung_cancer,Wood-based,coding,,,,,,cancer
201255,LRRC45,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
201516,ZSCAN4,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
201625,DNAH12,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
201625,DNAH12,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,,,,,,cancer
201633,TIGIT,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
202559,KHDRBS2,21499247,WES,Skin,skin,melanoma,Paper-specific,coding,,,,,,cancer
203260,CCDC107,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
203260,CCDC107,31954095,WGS,Multiple,multiple,pan-cancer_adult,ActiveDriverWGS,noncoding,,,,,,cancer
203447,NRK,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
203522,INTS6L,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
203547,VMA21,28064239,WES,Hematologic and lymphatic,blood,follicular_lymphoma,MuSiC,coding,,,,,,cancer
204219,CERS3,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
204962,SLC44A5,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
219285,SAMD9L,22922871,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Paper-specific,coding,,,,,,cancer
219453,OR8K5,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
219527,LRRC55,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
219527,LRRC55,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
219578,ZNF804B,21798893,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,,,,,,cancer
219654,ZCCHC24,29854292,WES,Gynecologic,breast,breast_cancer,SeqSig,coding,,,,,,cancer
219743,TYSND1,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
219927,MRPL21,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
219938,SPATA19,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
219965,OR5B17,22941188,WES,Thoracic,lung,small_cell_lung_cancer,MuSiC,coding,,,,,,cancer
219972,MPEG1,28479318,WES-Gene Panel,Hematologic and lymphatic,blood,cutaneous_DLBCL,MuSiC,coding,,,,,,cancer
219990,OOSP2,25730765,WGS,Hematologic and lymphatic,blood,acute_lymphocytic_leukemia,Recurrence-based,coding,,,,,,cancer
220164,DOK6,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
220359,TIGD3,30606723,WGS,Hematologic and lymphatic,blood,"dlblc, follicular_lymphoma",Paper-specific,noncoding,,,,,,cancer
220988,HNRNPA3,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
